customer_id,age,tenure_months,contract_type,internet_service,tech_support,payment_method,monthly_charges,total_charges,churn
CUST-0677,66,35,One year,Fiber optic,Yes,Bank transfer,74.88,2621.7,0
CUST-0678,72,70,Month-to-month,Fiber optic,No internet service,Bank transfer,109.42,7719.93,0
CUST-0679,30,30,Month-to-month,DSL,No internet service,Mailed check,68.01,2010.32,0
CUST-0680,40,71,Two year,Fiber optic,No,Credit card,77.57,5528.07,0
CUST-0681,42,63,Month-to-month,No,Yes,Bank transfer,21.64,1405.9,0
CUST-0682,52,28,Month-to-month,Fiber optic,No,Credit card,91.93,2528.56,0
CUST-0683,58,60,Month-to-month,Fiber optic,No,Bank transfer,98.13,5865.23,0
CUST-0684,47,37,Two year,Fiber optic,No,Electronic check,112.58,4114.56,0
CUST-0685,34,22,Month-to-month,Fiber optic,Yes,Electronic check,96.09,2072.87,0
CUST-0686,66,68,Month-to-month,DSL,Yes,Electronic check,43.12,2867.78,0
CUST-0687,37,20,One year,Fiber optic,No,Credit card,72.26,1400.18,1
CUST-0688,65,68,Two year,Fiber optic,No,Bank transfer,72.83,5023.41,0
CUST-0689,42,64,Month-to-month,Fiber optic,Yes,Bank transfer,78.43,4973.75,0
CUST-0690,39,17,Month-to-month,Fiber optic,Yes,Electronic check,71.46,1221.14,0
CUST-0691,30,12,Month-to-month,No,No,Electronic check,26.54,293.34,0
CUST-0692,36,22,Month-to-month,DSL,No internet service,Bank transfer,53.85,1243.64,0
CUST-0693,66,17,Month-to-month,No,,Mailed check,22.83,453.67,0
CUST-0694,53,10,One year,DSL,No,Electronic check,57.43,617.5,0
CUST-0695,29,65,One year,Fiber optic,No,Bank transfer,76.97,5018.36,0
CUST-0696,58,22,One year,DSL,Yes,Electronic check,52.33,1139.71,0
CUST-0697,36,50,Month-to-month,DSL,No,Electronic check,58.88,2884.41,0
CUST-0698,29,14,Two year,Fiber optic,No,Mailed check,86.75,1311.68,0
CUST-0699,26,64,Month-to-month,DSL,No,Electronic check,61.33,3887.14,0
CUST-0700,24,47,Two year,Fiber optic,No,Credit card,92.0,4357.18,0
CUST-0701,45,29,One year,No,Yes,Electronic check,18.63,593.25,0
CUST-0702,31,36,Month-to-month,DSL,Yes,Electronic check,53.75,1907.24,0
CUST-0703,48,52,One year,Fiber optic,No,Electronic check,72.52,3822.94,0
CUST-0704,69,7,Month-to-month,Fiber optic,Yes,Bank transfer,76.4,573.01,1
CUST-0705,36,29,One year,Fiber optic,Yes,Mailed check,72.38,2185.42,0
CUST-0706,64,11,Month-to-month,DSL,No internet service,Bank transfer,66.6,709.13,1
CUST-0707,33,33,Month-to-month,DSL,No,Electronic check,51.35,1630.26,0
CUST-0708,70,6,Two year,DSL,No,Electronic check,62.49,349.67,0
CUST-0709,22,32,Month-to-month,DSL,No internet service,Mailed check,42.9,1383.24,0
CUST-0710,52,51,Two year,DSL,No internet service,Credit card,54.28,2771.19,0
CUST-0711,29,58,Month-to-month,Fiber optic,No,Credit card,95.27,5505.99,0
CUST-0712,42,26,One year,No,No internet service,Electronic check,26.77,600.56,0
CUST-0713,69,46,One year,No,No,Mailed check,18.48,873.6,0
CUST-0714,38,29,Month-to-month,Fiber optic,No,Credit card,84.35,2544.77,1
CUST-0715,53,4,Month-to-month,DSL,No,Mailed check,47.01,211.25,0
CUST-0716,70,13,Month-to-month,DSL,No,Credit card,52.29,710.23,0
CUST-0717,40,39,Month-to-month,DSL,No,Electronic check,63.4,2501.22,0
CUST-0718,33,15,Month-to-month,DSL,No,Credit card,63.14,966.95,1
CUST-0719,74,29,One year,Fiber optic,Yes,Bank transfer,70.99,2105.29,0
CUST-0720,56,29,Two year,Fiber optic,No,Credit card,106.12,3097.25,0
CUST-0721,62,32,Two year,Fiber optic,Yes,Bank transfer,105.46,3359.09,0
CUST-0722,70,2,One year,Fiber optic,No,Mailed check,83.37,126.94,0
CUST-0723,59,47,One year,No,No,Credit card,24.24,1126.83,0
CUST-0724,56,22,One year,Fiber optic,No,Electronic check,76.55,1699.81,0
CUST-0725,31,27,Month-to-month,DSL,No,Electronic check,56.8,1517.8,0
CUST-0726,48,67,Two year,No,No internet service,Bank transfer,22.74,1539.3,0
CUST-0727,22,56,One year,No,No,Bank transfer,22.02,1255.08,0
CUST-0728,52,21,One year,DSL,No,Credit card,45.29,992.75,0
CUST-0729,40,47,Month-to-month,Fiber optic,No,Electronic check,101.14,4817.72,1
CUST-0730,46,59,Month-to-month,Fiber optic,Yes,Credit card,77.01,4547.49,0
CUST-0731,60,6,Month-to-month,No,Yes,Bank transfer,26.13,91.39,0
CUST-0732,28,19,Two year,No,Yes,Electronic check,21.47,390.67,0
CUST-0733,35,57,Month-to-month,DSL,No,Mailed check,67.97,3876.49,0
CUST-0734,64,69,Month-to-month,Fiber optic,No,Electronic check,73.26,4963.15,0
CUST-0735,29,3,Two year,Fiber optic,No internet service,Electronic check,101.65,374.38,0
CUST-0736,26,1,Month-to-month,Fiber optic,Yes,Credit card,88.11,95.23,1
CUST-0737,27,58,Month-to-month,DSL,Yes,Bank transfer,55.55,3240.97,0
CUST-0738,61,38,Month-to-month,No,No internet service,Bank transfer,22.53,924.42,0
CUST-0739,34,15,One year,Fiber optic,Yes,Credit card,74.07,1079.54,0
CUST-0740,55,34,Two year,No,No,Mailed check,21.06,744.74,0
CUST-0741,24,61,Month-to-month,No,No,Credit card,19.52,1185.23,0
CUST-0742,63,35,Two year,Fiber optic,No,Mailed check,85.17,,0
CUST-0743,30,64,Month-to-month,Fiber optic,Yes,Credit card,88.1,5599.79,0
CUST-0744,57,25,Two year,Fiber optic,Yes,Electronic check,72.31,1891.03,0
CUST-0745,59,24,One year,DSL,Yes,Credit card,53.69,1269.78,0
CUST-0746,26,12,Two year,Fiber optic,No,Electronic check,75.55,941.57,0
CUST-0747,67,18,Month-to-month,DSL,No,Electronic check,48.02,770.61,0
CUST-0748,44,15,Two year,Fiber optic,Yes,Bank transfer,85.78,1345.7,0
CUST-0749,19,27,One year,DSL,No,Mailed check,44.42,1251.95,0
CUST-0750,22,60,Month-to-month,DSL,No internet service,Bank transfer,58.35,3505.87,0
CUST-0751,46,46,Two year,DSL,Yes,Mailed check,56.97,2609.27,0
CUST-0752,54,17,Month-to-month,DSL,,Bank transfer,61.44,1064.48,0
CUST-0753,55,53,Two year,Fiber optic,No,Electronic check,86.8,4714.84,0
CUST-0754,36,8,Month-to-month,Fiber optic,Yes,Electronic check,76.81,526.32,0
CUST-0755,25,27,One year,Fiber optic,No,Electronic check,105.93,2899.21,0
CUST-0756,65,46,Month-to-month,DSL,No,Mailed check,47.34,2132.06,0
CUST-0757,62,50,Month-to-month,DSL,No internet service,Electronic check,43.95,2196.5,0
CUST-0758,18,71,Month-to-month,DSL,No internet service,Mailed check,49.07,3471.58,0
CUST-0759,39,3,Month-to-month,DSL,No,Mailed check,66.85,179.13,1
CUST-0760,69,64,Month-to-month,No,No,Electronic check,24.62,1575.16,0
CUST-0761,34,44,Month-to-month,DSL,No,Bank transfer,65.78,2837.61,0
CUST-0762,24,53,One year,Fiber optic,No,Credit card,114.37,6113.07,0
CUST-0763,42,24,Month-to-month,DSL,No,Electronic check,68.42,1552.37,0
CUST-0764,62,60,Month-to-month,DSL,Yes,Bank transfer,52.7,3188.99,0
CUST-0765,21,3,One year,Fiber optic,No,Bank transfer,96.04,271.79,1
CUST-0766,53,20,Month-to-month,Fiber optic,No,Mailed check,111.01,2161.65,1
CUST-0767,23,46,Two year,DSL,No,Bank transfer,41.38,1913.6,0
CUST-0768,48,15,Two year,DSL,No internet service,Mailed check,56.32,766.95,0
CUST-0769,36,25,One year,Fiber optic,Yes,Mailed check,87.04,2177.99,0
CUST-0770,61,71,One year,DSL,No,Electronic check,54.2,3777.06,0
CUST-0771,71,17,Two year,DSL,Yes,Bank transfer,58.4,1015.86,0
CUST-0772,56,9,Month-to-month,No,No,Bank transfer,27.51,201.37,0
CUST-0773,44,38,Month-to-month,Fiber optic,No,Electronic check,109.01,4119.83,0
CUST-0774,27,48,Month-to-month,Fiber optic,No,Mailed check,110.23,5305.74,1
CUST-0775,43,60,One year,Fiber optic,No,Credit card,111.39,6644.77,0
CUST-0776,36,63,Month-to-month,Fiber optic,No,Mailed check,74.27,4676.11,0
CUST-0777,56,2,One year,Fiber optic,No,Mailed check,94.49,113.29,1
CUST-0778,20,11,Two year,Fiber optic,No,Credit card,103.32,1168.06,1
CUST-0779,62,64,Two year,Fiber optic,No,Bank transfer,104.06,6748.09,0
CUST-0780,30,21,Month-to-month,DSL,No internet service,Bank transfer,41.41,1009.22,0
CUST-0781,67,18,Month-to-month,Fiber optic,Yes,Credit card,77.51,1399.74,1
CUST-0782,45,64,Two year,Fiber optic,Yes,Credit card,105.88,6815.73,0
CUST-0783,37,38,One year,No,No,Mailed check,28.96,1011.45,0
CUST-0784,45,32,Month-to-month,Fiber optic,No internet service,Mailed check,73.88,2439.3,0
CUST-0785,25,11,Month-to-month,Fiber optic,No,Mailed check,90.87,1038.38,1
CUST-0786,58,45,Two year,DSL,Yes,Credit card,67.43,3010.15,0
CUST-0787,56,33,One year,Fiber optic,No,Bank transfer,85.19,2873.13,1
CUST-0788,18,41,Two year,DSL,No,Electronic check,67.12,2739.2,0
CUST-0789,20,8,Two year,DSL,Yes,Credit card,49.62,374.06,0
CUST-0790,30,11,One year,DSL,No,Mailed check,56.57,646.04,0
CUST-0791,45,51,Month-to-month,Fiber optic,No internet service,Electronic check,97.88,4938.71,0
CUST-0792,74,41,Month-to-month,DSL,No,Mailed check,41.32,1745.2,1
CUST-0793,66,17,Month-to-month,Fiber optic,No,Mailed check,107.63,1776.91,1
CUST-0794,42,46,Month-to-month,No,No,Credit card,27.52,1213.42,0
CUST-0795,73,32,One year,DSL,Yes,Electronic check,47.69,1480.6,0
CUST-0796,50,54,One year,Fiber optic,No internet service,Credit card,108.32,5887.26,0
CUST-0797,55,20,Two year,Fiber optic,No,Mailed check,77.05,1510.16,0
CUST-0798,70,33,Month-to-month,DSL,No,Electronic check,40.01,1252.93,0
CUST-0799,23,40,One year,Fiber optic,No,Credit card,107.91,4286.12,0
CUST-0800,61,32,One year,DSL,No,Mailed check,42.38,1354.56,1
CUST-0801,62,2,One year,Fiber optic,No,Electronic check,114.16,169.27,1
CUST-0802,49,33,One year,Fiber optic,Yes,Mailed check,74.38,2396.96,1
CUST-0803,62,30,Month-to-month,Fiber optic,No internet service,Credit card,83.64,2614.76,0
CUST-0804,64,33,Month-to-month,Fiber optic,No internet service,Electronic check,98.72,3214.73,1
CUST-0805,38,26,Month-to-month,DSL,No,Electronic check,49.62,1273.97,0
CUST-0806,33,22,Month-to-month,DSL,No internet service,Electronic check,68.92,1497.88,0
CUST-0807,71,66,Month-to-month,Fiber optic,Yes,Electronic check,72.95,4793.63,0
CUST-0808,38,38,One year,Fiber optic,No,Credit card,94.72,3630.43,0
CUST-0809,28,46,Two year,No,No,Mailed check,24.25,1162.91,0
CUST-0810,54,15,One year,No,No,Electronic check,26.91,388.35,0
CUST-0811,53,44,One year,No,No,Electronic check,24.12,999.46,0
CUST-0812,52,49,Month-to-month,Fiber optic,No,Electronic check,86.41,4297.81,0
CUST-0813,36,61,One year,DSL,Yes,Credit card,62.75,3822.98,0
CUST-0814,37,67,Month-to-month,Fiber optic,No,Mailed check,78.77,5364.11,0
CUST-0815,74,6,Month-to-month,Fiber optic,,Credit card,107.21,530.98,0
CUST-0816,35,9,Month-to-month,DSL,No,Mailed check,41.61,,0
CUST-0817,64,6,Month-to-month,No,Yes,Electronic check,28.48,266.81,0
CUST-0818,58,32,Month-to-month,No,Yes,Credit card,21.95,,0
CUST-0819,66,41,Month-to-month,Fiber optic,No,Mailed check,79.34,3241.67,0
CUST-0820,31,8,Month-to-month,DSL,No,Bank transfer,55.12,,0
CUST-0821,32,50,Two year,Fiber optic,No internet service,Credit card,109.05,5424.56,0
CUST-0822,48,62,Month-to-month,No,No,Electronic check,18.22,1114.04,0
CUST-0823,18,62,Month-to-month,No,No,Electronic check,18.89,1154.29,0
CUST-0824,70,7,Month-to-month,DSL,No internet service,Bank transfer,65.27,425.52,0
CUST-0825,71,4,One year,DSL,No,Electronic check,61.67,308.12,0
CUST-0826,71,6,Month-to-month,No,Yes,Electronic check,26.32,180.97,0
CUST-0827,20,58,Month-to-month,Fiber optic,No,Electronic check,112.83,6556.67,0
CUST-0828,33,22,Month-to-month,Fiber optic,No internet service,Electronic check,84.39,1897.01,1
CUST-0829,40,26,Month-to-month,No,No,Bank transfer,27.26,695.54,0
CUST-0830,74,3,Month-to-month,DSL,Yes,Electronic check,69.35,169.34,1
CUST-0831,28,41,Month-to-month,Fiber optic,Yes,Mailed check,85.76,3486.03,0
CUST-0832,29,60,Month-to-month,DSL,Yes,Bank transfer,54.62,3277.29,0
CUST-0833,27,14,Month-to-month,Fiber optic,No,Mailed check,102.61,1383.58,0
CUST-0834,49,12,Month-to-month,No,No,Electronic check,27.94,310.27,1
CUST-0835,33,12,Two year,Fiber optic,Yes,Credit card,105.23,1236.95,0
CUST-0836,25,13,One year,No,No internet service,Electronic check,21.11,380.66,0
CUST-0837,55,25,Month-to-month,Fiber optic,No,Bank transfer,91.84,2157.31,1
CUST-0838,29,45,Month-to-month,DSL,No,Credit card,66.63,2989.37,0
CUST-0839,41,19,Two year,DSL,No internet service,Mailed check,41.22,869.46,0
CUST-0840,45,55,Month-to-month,Fiber optic,Yes,Mailed check,89.94,4952.79,0
CUST-0841,70,45,Month-to-month,Fiber optic,No,Mailed check,86.93,3949.52,1
CUST-0842,25,8,One year,DSL,No,Mailed check,48.93,396.43,0
CUST-0843,45,53,Month-to-month,Fiber optic,No internet service,Credit card,93.67,4931.14,0
CUST-0844,53,55,Month-to-month,Fiber optic,No,Credit card,106.4,5739.9,0
CUST-0845,43,32,Month-to-month,Fiber optic,Yes,Electronic check,86.28,2771.23,0
CUST-0846,25,51,Two year,Fiber optic,No internet service,Bank transfer,93.59,4734.31,0
CUST-0847,67,44,Month-to-month,Fiber optic,Yes,Credit card,100.18,4367.9,0
CUST-0848,45,70,One year,DSL,No internet service,Credit card,50.88,3536.65,0
CUST-0849,45,18,Two year,DSL,No internet service,Mailed check,41.99,843.06,0
CUST-0850,54,22,Month-to-month,Fiber optic,Yes,Mailed check,112.0,2584.24,1
CUST-0851,58,37,Month-to-month,Fiber optic,No,Electronic check,102.56,3805.58,0
CUST-0852,53,56,Month-to-month,DSL,Yes,Credit card,59.65,3317.16,0
CUST-0853,44,59,Month-to-month,No,No,Electronic check,28.29,1610.25,0
CUST-0854,71,3,Month-to-month,Fiber optic,No,Bank transfer,71.32,237.39,0
CUST-0855,34,28,Two year,Fiber optic,No,Electronic check,97.81,2827.83,0
CUST-0856,26,35,One year,DSL,No internet service,Electronic check,55.96,1946.23,0
CUST-0857,50,61,One year,Fiber optic,No,Mailed check,94.56,5649.21,0
CUST-0858,70,54,Month-to-month,Fiber optic,No,Credit card,86.17,4686.68,0
CUST-0859,37,63,Two year,Fiber optic,No internet service,Electronic check,73.67,4690.48,0
CUST-0860,30,7,Two year,Fiber optic,No internet service,Bank transfer,78.7,471.61,0
CUST-0861,45,49,Two year,No,Yes,Electronic check,19.51,964.81,0
CUST-0862,65,31,Month-to-month,Fiber optic,No internet service,Electronic check,88.39,2762.65,0
CUST-0863,46,58,One year,DSL,Yes,Mailed check,45.67,2645.2,0
CUST-0864,30,61,Month-to-month,Fiber optic,No internet service,Mailed check,72.37,4375.03,0
CUST-0865,63,24,Month-to-month,Fiber optic,Yes,Electronic check,71.69,1771.36,1
CUST-0866,52,20,Month-to-month,Fiber optic,Yes,Electronic check,102.27,2025.23,0
CUST-0867,23,37,One year,DSL,No,Electronic check,68.27,2451.73,0
CUST-0868,35,4,One year,DSL,No,Electronic check,55.55,119.73,0
CUST-0869,68,20,Month-to-month,No,No,Credit card,27.43,611.64,0
CUST-0870,22,60,Month-to-month,Fiber optic,Yes,Credit card,103.51,6241.43,0
CUST-0871,64,24,Month-to-month,No,No,Electronic check,29.29,707.36,0
CUST-0872,42,50,Month-to-month,Fiber optic,,Bank transfer,78.55,3905.49,0
CUST-0873,19,49,Month-to-month,Fiber optic,No,Credit card,90.73,4419.32,0
CUST-0874,27,51,Month-to-month,Fiber optic,Yes,Electronic check,82.88,4173.09,0
CUST-0875,73,36,One year,No,No,Credit card,27.86,981.39,0
CUST-0876,47,66,Month-to-month,Fiber optic,Yes,Credit card,99.04,6430.64,0
CUST-0877,67,34,Month-to-month,Fiber optic,No internet service,Electronic check,99.29,3339.06,0
CUST-0878,62,36,Month-to-month,DSL,No internet service,Electronic check,54.68,1952.93,0
CUST-0879,22,6,Two year,Fiber optic,No,Credit card,88.8,563.29,1
CUST-0880,72,39,One year,Fiber optic,No,Mailed check,73.29,,0
CUST-0881,73,42,One year,DSL,No,Electronic check,53.65,2293.05,0
CUST-0882,50,58,Month-to-month,DSL,No,Electronic check,54.12,3206.42,0
CUST-0883,71,12,One year,DSL,No internet service,Mailed check,61.2,787.31,0
CUST-0884,18,3,Month-to-month,DSL,No,Bank transfer,68.22,228.19,0
CUST-0885,35,18,One year,DSL,No,Bank transfer,49.88,898.43,0
CUST-0886,49,40,Two year,Fiber optic,No,Credit card,93.32,3683.76,0
CUST-0887,64,21,One year,No,No,Electronic check,28.23,629.83,1
CUST-0888,66,15,Two year,Fiber optic,No internet service,Mailed check,95.62,1518.29,0
CUST-0889,28,26,One year,DSL,No,Mailed check,45.05,1188.41,0
CUST-0890,38,8,Month-to-month,DSL,No,Mailed check,62.81,598.34,1
CUST-0891,43,42,Two year,Fiber optic,Yes,Electronic check,94.32,3885.16,0
CUST-0892,42,44,Month-to-month,Fiber optic,No,Credit card,90.62,3929.57,0
CUST-0893,39,14,Month-to-month,No,No,Credit card,18.62,303.44,0
CUST-0894,44,2,Month-to-month,Fiber optic,,Mailed check,100.31,213.83,1
CUST-0895,66,37,Month-to-month,Fiber optic,Yes,Bank transfer,72.92,2763.73,0
CUST-0896,30,69,Month-to-month,DSL,No,Electronic check,53.62,3699.01,0
CUST-0897,50,38,Month-to-month,Fiber optic,No,Mailed check,80.81,3027.38,0
CUST-0898,51,41,Month-to-month,DSL,No,Bank transfer,65.49,2674.41,0
CUST-0899,58,62,One year,No,Yes,Mailed check,24.21,1424.39,0
CUST-0900,52,60,Month-to-month,Fiber optic,No,Credit card,96.2,5715.57,0
CUST-0901,18,14,Month-to-month,DSL,Yes,Bank transfer,54.8,815.82,0
CUST-0902,38,2,One year,DSL,No,Mailed check,57.37,158.38,0
CUST-0903,65,70,Month-to-month,DSL,Yes,Bank transfer,45.67,3215.05,0
CUST-0904,72,17,One year,Fiber optic,Yes,Electronic check,107.36,1739.07,0
CUST-0905,23,28,One year,DSL,Yes,Mailed check,60.23,1668.52,0
CUST-0906,45,66,Two year,Fiber optic,No,Mailed check,85.23,5563.93,0
CUST-0907,34,35,One year,DSL,Yes,Mailed check,42.98,1563.13,0
CUST-0908,22,5,Month-to-month,Fiber optic,No,Credit card,111.05,526.06,0
CUST-0909,48,65,One year,No,No,Mailed check,24.97,1568.76,0
CUST-0910,22,40,Month-to-month,Fiber optic,No,Credit card,71.77,2872.29,0
CUST-0911,55,56,Month-to-month,Fiber optic,No,Bank transfer,103.36,5756.15,0
CUST-0912,20,36,One year,DSL,No internet service,Mailed check,52.08,1949.07,0
CUST-0913,70,45,Month-to-month,DSL,Yes,Credit card,57.66,2557.96,0
CUST-0914,40,23,One year,Fiber optic,No,Electronic check,110.04,2460.96,0
CUST-0915,54,47,Two year,Fiber optic,Yes,Electronic check,97.02,4452.29,0
CUST-0916,70,31,Two year,Fiber optic,Yes,Mailed check,93.85,2907.81,0
CUST-0917,54,11,Two year,DSL,No,Electronic check,69.61,737.61,0
CUST-0918,27,10,Month-to-month,DSL,No,Electronic check,56.83,496.85,0
CUST-0919,27,67,Month-to-month,DSL,No internet service,Bank transfer,60.62,4121.0,0
CUST-0920,36,14,One year,No,No,Mailed check,23.9,367.96,0
CUST-0921,34,10,Month-to-month,DSL,No internet service,Mailed check,42.84,426.99,0
CUST-0922,38,1,One year,Fiber optic,Yes,Credit card,103.42,171.64,1
CUST-0923,31,5,One year,DSL,Yes,Bank transfer,48.59,276.08,0
CUST-0924,26,20,One year,Fiber optic,Yes,Credit card,95.42,1867.26,0
CUST-0925,63,8,Month-to-month,DSL,Yes,Electronic check,59.5,424.04,0
CUST-0926,18,43,Month-to-month,No,No,Bank transfer,19.08,861.34,0
CUST-0927,68,1,Month-to-month,No,No,Credit card,29.51,49.33,0
CUST-0928,62,57,Month-to-month,DSL,Yes,Bank transfer,56.1,3206.19,0
CUST-0929,30,64,Two year,No,No internet service,Bank transfer,27.46,1715.12,0
CUST-0930,21,28,Month-to-month,No,No internet service,Mailed check,26.45,771.0,0
CUST-0931,18,37,Month-to-month,No,Yes,Electronic check,25.08,890.19,0
CUST-0932,66,47,Month-to-month,No,Yes,Mailed check,23.4,1094.7,0
CUST-0933,57,37,One year,DSL,Yes,Mailed check,60.58,2313.81,0
CUST-0934,49,49,One year,Fiber optic,Yes,Credit card,108.56,5286.4,0
CUST-0935,51,44,Month-to-month,DSL,Yes,Electronic check,41.97,1768.03,0
CUST-0936,45,56,Month-to-month,DSL,No,Credit card,60.72,3347.69,0
CUST-0937,48,28,Month-to-month,No,Yes,Credit card,25.0,749.71,0
CUST-0938,25,6,Month-to-month,DSL,No,Electronic check,52.14,325.58,0
CUST-0939,56,61,One year,Fiber optic,No internet service,Mailed check,72.69,4427.65,0
CUST-0940,43,20,One year,No,No,Credit card,20.51,384.75,0
CUST-0941,51,2,Month-to-month,No,No internet service,Credit card,18.04,60.35,0
CUST-0942,71,37,Month-to-month,No,Yes,Mailed check,20.9,730.84,0
CUST-0943,71,20,Two year,DSL,No,Electronic check,45.27,920.68,0
CUST-0944,20,26,Month-to-month,DSL,No,Mailed check,57.91,1469.1,0
CUST-0945,67,29,One year,Fiber optic,Yes,Bank transfer,72.15,2047.47,0
CUST-0946,29,1,Month-to-month,DSL,,Electronic check,53.4,21.53,1
CUST-0947,18,35,Month-to-month,DSL,No,Bank transfer,47.62,1647.93,0
CUST-0948,71,70,Month-to-month,Fiber optic,No,Electronic check,87.82,6144.96,0
CUST-0949,61,59,Month-to-month,Fiber optic,No,Electronic check,78.96,4670.41,0
CUST-0950,22,69,Two year,Fiber optic,,Mailed check,89.12,5964.86,0
CUST-0951,47,33,Month-to-month,DSL,No,Mailed check,49.14,1581.24,0
CUST-0952,47,51,Month-to-month,Fiber optic,Yes,Electronic check,111.19,5651.11,0
CUST-0953,74,12,Month-to-month,DSL,No,Mailed check,42.58,586.21,0
CUST-0954,34,20,Month-to-month,DSL,Yes,Electronic check,61.42,1174.4,0
CUST-0955,65,53,Month-to-month,Fiber optic,Yes,Electronic check,114.48,6075.58,0
CUST-0956,64,43,Month-to-month,Fiber optic,No internet service,Electronic check,90.94,3985.17,0
CUST-0957,40,50,One year,Fiber optic,No,Credit card,72.62,3565.35,0
CUST-0958,32,29,Month-to-month,DSL,No,Mailed check,52.47,1541.33,0
CUST-0959,54,57,Month-to-month,No,No,Mailed check,19.56,1074.81,0
CUST-0960,38,39,Two year,Fiber optic,No,Bank transfer,77.06,2980.11,0
CUST-0961,31,56,Month-to-month,Fiber optic,Yes,Credit card,112.64,6267.68,0
CUST-0962,19,43,Two year,Fiber optic,Yes,Electronic check,104.51,4457.34,1
CUST-0963,28,50,Month-to-month,No,Yes,Bank transfer,21.7,1221.1,0
CUST-0964,68,23,Two year,Fiber optic,No,Bank transfer,96.59,2263.79,0
CUST-0965,56,44,One year,Fiber optic,No,Bank transfer,102.47,4563.77,0
CUST-0966,55,38,Two year,No,No,Electronic check,25.05,976.5,0
CUST-0967,51,23,Two year,Fiber optic,No,Bank transfer,109.67,2442.1,1
CUST-0968,55,45,Month-to-month,Fiber optic,No internet service,Electronic check,93.18,4212.85,1
CUST-0969,67,52,Two year,Fiber optic,Yes,Bank transfer,104.86,5506.37,0
CUST-0970,51,50,Month-to-month,Fiber optic,Yes,Bank transfer,95.3,4722.33,1
CUST-0971,35,8,Month-to-month,DSL,No,Electronic check,46.32,418.83,0
CUST-0972,47,1,Month-to-month,Fiber optic,No,Credit card,75.16,110.38,1
CUST-0973,32,8,Month-to-month,No,No internet service,Electronic check,25.69,298.12,1
CUST-0974,44,29,Month-to-month,No,Yes,Credit card,22.97,645.24,0
CUST-0975,68,5,One year,DSL,No internet service,Mailed check,59.18,241.02,1
CUST-0976,51,47,Month-to-month,Fiber optic,No internet service,Electronic check,70.95,3316.57,0
CUST-0977,69,34,One year,DSL,Yes,Electronic check,44.03,1568.8,0
CUST-0978,74,65,Two year,No,No,Credit card,22.99,1402.93,0
CUST-0979,55,55,Month-to-month,No,No,Electronic check,20.16,1005.38,0
CUST-0980,50,43,Month-to-month,Fiber optic,No internet service,Electronic check,94.26,4057.65,1
CUST-0981,41,30,Month-to-month,No,Yes,Mailed check,24.78,721.27,0
CUST-0982,32,17,Month-to-month,Fiber optic,No,Bank transfer,91.79,1560.82,0
CUST-0983,47,26,Month-to-month,Fiber optic,No,Mailed check,72.86,1941.63,1
CUST-0984,72,8,Month-to-month,DSL,No,Electronic check,43.49,320.29,0
CUST-0985,59,47,Month-to-month,Fiber optic,No,Electronic check,107.85,4975.3,0
CUST-0986,68,46,Two year,Fiber optic,No,Electronic check,114.86,5385.78,0
CUST-0987,34,68,One year,Fiber optic,No internet service,Electronic check,89.37,6027.3,0
CUST-0988,22,33,Month-to-month,Fiber optic,No internet service,Mailed check,84.41,2732.58,1
CUST-0989,46,1,One year,No,No internet service,Bank transfer,29.34,84.53,0
CUST-0990,21,19,Month-to-month,DSL,Yes,Electronic check,69.97,1310.21,0
CUST-0991,27,31,Month-to-month,Fiber optic,No,Mailed check,97.69,3025.22,0
CUST-0992,73,14,One year,Fiber optic,Yes,Mailed check,88.26,1259.78,1
CUST-0993,34,53,Month-to-month,Fiber optic,No,Credit card,71.85,3862.23,0
CUST-0994,27,48,Month-to-month,Fiber optic,No,Credit card,85.63,4093.57,0
CUST-0995,34,69,Two year,DSL,No,Credit card,54.38,3828.22,0
CUST-0996,37,62,Two year,DSL,No,Electronic check,51.02,3056.45,0
CUST-0997,41,66,One year,Fiber optic,No internet service,Electronic check,112.7,7476.19,0
CUST-0998,22,64,One year,Fiber optic,Yes,Electronic check,82.06,5209.86,0
CUST-0999,51,70,One year,DSL,No,Electronic check,51.2,3652.61,0
CUST-1000,23,63,Month-to-month,Fiber optic,No,Mailed check,72.49,4573.97,0
